http://www.mcgill.ca,http://www.mcgill.ca/home-page#main-column
http://www.mcgill.ca,http://www.mcgill.ca/home-page#nav
http://www.mcgill.ca,https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1
http://www.mcgill.ca,https://exchange.mcgill.ca/
http://www.mcgill.ca,http://www.mcgill.ca/minerva
http://www.mcgill.ca,https://mycourses2.mcgill.ca/Shibboleth.sso/Login
http://www.mcgill.ca,https://mymcgill.mcgill.ca
http://www.mcgill.ca,http://www.mcgill.ca/maps
http://www.mcgill.ca,http://www.mcgill.ca/directory/staff
http://www.mcgill.ca,http://www.mcgill.ca/
http://www.mcgill.ca/home-page#main-column,http://www.mcgill.ca/home-page#nav
http://www.mcgill.ca/home-page#main-column,https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1
http://www.mcgill.ca/home-page#main-column,https://exchange.mcgill.ca/
http://www.mcgill.ca/home-page#main-column,http://www.mcgill.ca/minerva
http://www.mcgill.ca/home-page#main-column,https://mycourses2.mcgill.ca/Shibboleth.sso/Login
http://www.mcgill.ca/home-page#main-column,https://mymcgill.mcgill.ca
http://www.mcgill.ca/home-page#main-column,http://www.mcgill.ca/maps
http://www.mcgill.ca/home-page#main-column,http://www.mcgill.ca/directory/staff
http://www.mcgill.ca/home-page#main-column,http://www.mcgill.ca/
http://www.mcgill.ca/home-page#nav,http://www.mcgill.ca/home-page#main-column
http://www.mcgill.ca/home-page#nav,https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1
http://www.mcgill.ca/home-page#nav,https://exchange.mcgill.ca/
http://www.mcgill.ca/home-page#nav,http://www.mcgill.ca/minerva
http://www.mcgill.ca/home-page#nav,https://mycourses2.mcgill.ca/Shibboleth.sso/Login
http://www.mcgill.ca/home-page#nav,https://mymcgill.mcgill.ca
http://www.mcgill.ca/home-page#nav,http://www.mcgill.ca/maps
http://www.mcgill.ca/home-page#nav,http://www.mcgill.ca/directory/staff
http://www.mcgill.ca/home-page#nav,http://www.mcgill.ca/
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://www.mcgill.ca/
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca/home
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca/network
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca/benefits-services
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,https://www.alumni.mcgill.ca/aoc/events-travel
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca/volunteer
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca/give
https://www.alumni.mcgill.ca/aoc/online-giving/step1.php?new=1,http://aoc.mcgill.ca/travel
https://exchange.mcgill.ca/,http://www.microsoft.com/windows/ie/downloads/default.mspx
https://exchange.mcgill.ca/,https://exchange.mcgill.ca/owa/auth/logon.aspx?url=https://exchange.mcgill.ca/owa/&reason=0#
https://exchange.mcgill.ca/,https://exchange.mcgill.ca/owa/auth/logon.aspx?url=https://exchange.mcgill.ca/owa/&reason=0#
https://exchange.mcgill.ca/,http://go.microsoft.com/fwlink/?LinkID=129362
https://exchange.mcgill.ca/,http://kb.mcgill.ca/it/mcgillusername
https://exchange.mcgill.ca/,http://www.mcgill.ca/forgot-password
http://www.mcgill.ca/minerva,https://horizon.mcgill.ca/pban1/twbkwbis.P_WWWLogin#main_content
http://www.mcgill.ca/minerva,https://horizon.mcgill.ca/fr-PBAN1/twbkwbis.P_WWWLogin
http://www.mcgill.ca/minerva,http://www.is.mcgill.ca/whelp/gen_help/login.htm
http://www.mcgill.ca/minerva,https://horizon.mcgill.ca/pban1/twbkwbis.P_Logout
http://www.mcgill.ca/minerva,https://horizon.mcgill.ca/pban1/bzgkemlv.p_forgot_id
http://www.mcgill.ca/minerva,https://horizon.mcgill.ca/pban1/twbkwbis.P_WWWLogin#
http://www.mcgill.ca/minerva,http://www.mcgill.ca/forgot-password
http://www.mcgill.ca/minerva,http://www.mcgill.ca/secretariat/policies/informationtechnology
http://www.mcgill.ca/minerva,https://horizon.mcgill.ca/pban1/twbkwbis.P_WWWLogin#top
https://mycourses2.mcgill.ca/Shibboleth.sso/Login,http://kb.mcgill.ca/it/mcgillusername
https://mycourses2.mcgill.ca/Shibboleth.sso/Login,http://www.mcgill.ca/forgot-password
https://mycourses2.mcgill.ca/Shibboleth.sso/Login,http://www.mcgill.ca/secretariat/policies/informationtechnology
http://www.mcgill.ca/maps,http://www.mcgill.ca
http://www.mcgill.ca/maps,https://exchange.mcgill.ca/
http://www.mcgill.ca/maps,http://www.mcgill.ca/minerva
http://www.mcgill.ca/maps,https://mycourses2.mcgill.ca/Shibboleth.sso/Login
http://www.mcgill.ca/maps,https://mymcgill.mcgill.ca
http://www.mcgill.ca/maps,http://www.mcgill.ca/directory/staff
http://www.mcgill.ca/maps,http://www.mcgill.ca/
http://www.mcgill.ca/maps,http://www.mcgill.ca/
http://www.mcgill.ca/maps,http://www.mcgill.ca/about/
http://www.mcgill.ca/directory/staff,http://www.mcgill.ca
http://www.mcgill.ca/directory/staff,https://exchange.mcgill.ca/
http://www.mcgill.ca/directory/staff,http://www.mcgill.ca/minerva
http://www.mcgill.ca/directory/staff,https://mycourses2.mcgill.ca/Shibboleth.sso/Login
http://www.mcgill.ca/directory/staff,https://mymcgill.mcgill.ca
http://www.mcgill.ca/directory/staff,http://www.mcgill.ca/maps
